Canonical_PostEra_ID,suspected_SMILES,IC50_(µM),IC50_CI_(Lower)_(µM),IC50_CI_(Upper)_(µM),Hill_slope,Curve_class,Semiquant
RUB-POS-1325a9ea-22,O=C(Cc1cccc(Cl)c1)NC1=NC(=O)c2ccccc21,> 99.5,,,1.55,2.3,Weak
RUB-POS-1325a9ea-4,Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,0.537,0.494,0.584,1.08,1.1,Quant
RUB-POS-1325a9ea-5,Cc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,> 99.5,,,0.458,2.3,Weak
RUT-UNI-630c5802-20,"CCC(C)(C)CCN(CC1=CSC=C1)C(=O)CN1N=NC2=CC=CC=C12 |c:12,19,23,t:9,21,25|",78.5,43.5,142,0.838,2.3,Quant
SAL-UNI-60119594-10,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,> 99.5,,,0.735,2.3,Weak
SAL-UNI-60119594-2,COC(C)(C)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C=O)CC[C@]12C,> 99.5,,,,,Weak
SAL-UNI-60119594-4,CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,> 99.5,,,,,Weak
SAL-UNI-60119594-5,CC1=C[C@@H](c2c(O)cc(-c3cc4ccc(O)cc4o3)cc2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1,> 99.5,,,1.21,2.3,Weak
SAL-UNI-60119594-6,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)cc2c1OC(=O)C2=C(C)C,> 99.5,,,0.254,2.3,Weak
SAL-UNI-60119594-7,C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3C=C[C@@]45OC[C@]3(CC[C@]12C)[C@@H]4CC[C@H](O)C5(C)C,> 99.5,,,,,Weak
SAL-UNI-60119594-8,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,> 99.5,,,1.95,3.0,Weak
SAL-UNI-60119594-9,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,> 99.5,,,3.25,2.3,Weak
SAM-UNK-2684b532-12,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F,18.2,16.3,20.2,1.09,1.1,Quant
SHA-THE-408e7524-10,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,> 99.0,,,,,Weak
SHA-THE-408e7524-13,"CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12 |c:47,49,52,t:54|",46.1,(IC50 CI (Lower) could not be calculated; confidence interval too large),(IC50 CI (Upper) could not be calculated; confidence interval too large),23.4,1.1,Quant
SHA-THE-408e7524-19,"C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12 |c:47,49,52,t:54|",> 99.0,,,0.273,2.3,Weak
SHA-THE-408e7524-21,"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O |c:27,29,32,t:34|",> 99.0,,,,,Weak
SHA-THE-408e7524-22,"CN1C[C@@H](C2=CC(=CC=C2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)C2=CC(=CC=C2)[C@@H]2CN(C)CC3=C(Cl)C=C(Cl)C=C23)C2=CC(Cl)=CC(Cl)=C2C1 |c:6,8,49,51,59,72,75,t:4,47,62,65,69|",> 99.0,,,2.24,2.3,Weak
SHA-THE-408e7524-3,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(O)=O,> 99.0,,,,,Weak
SHA-THE-408e7524-4,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O |c:9|,> 99.0,,,0.318,2.3,Weak
SHA-THE-408e7524-6,"COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C |c:19,25,27,32,34,39,t:17,23,30,37|",> 99.0,,,,,Weak
SHA-THE-408e7524-7,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(O)=O,> 99.0,,,,,Weak
SHA-THE-408e7524-8,"CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(CC1)C(O)=O |c:12,14,25,27,t:10,23|",> 99.0,,,,,Weak
SHA-THE-408e7524-9,"CC1=CC(O)=CC(C)=C1C[C@H](NC(=O)[C@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O |c:4,7,40,42,t:1,38|",> 99.0,,,,,Weak
STE-KUL-d79e3d6a-2,C#CCCCC(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)NN(CCC(N)=O)C(=O)/C=C/C(=O)OC)C(C)(C)C,0.0440,0.0411,0.0471,1.4,1.1,Quant
STE-KUL-d79e3d6a-3,C#CCCCC(=O)N[C@H](C(=O)N[C@H](CC(C)C)C(=O)NN(CCC(N)=O)C(=O)CCl)C(C)(C)C,0.0208,0.0169,0.0256,1.2,2.1,Quant
STE-KUL-d79e3d6a-4,C#CCCCC(=O)N[C@@H](CC)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,4.27,3.73,4.89,0.835,1.1,Quant
STE-KUL-d79e3d6a-5,C#CCCCC(=O)N[C@@H](CC)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,5.83,5.15,6.60,0.965,1.1,Quant
TAT-ENA-80bfd3e5-1,CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1,0.975,0.748,1.27,1.53,1.1,Quant
TAT-ENA-80bfd3e5-37,"CC1=CC(C(=O)CCl)=C(C)N1NC(=O)C1=NNC(=O)C2=CC=CC=C12 |c:22,t:1,7,15,20,24|",6.05,5.33,6.87,1.34,1.1,Quant
TAT-ENA-80bfd3e5-4,"CC1=C(N2C=CC=CC2=C1C(=O)CCl)C(=O)C1=CC=C(F)C=C1 |c:4,6,9,23,t:1,18,20|",7.51,7.23,7.80,1.29,1.1,Quant
TRY-UNI-2eddb1ff-2,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,46.4,31.0,69.6,1.14,2.3,Quant
TRY-UNI-714a760b-12,"CC1=CC=NC=C1NC(=O)NC1=CC=CC(Cl)=C1 |c:3,5,14,17,t:1,12|",61.0,55.6,66.9,1.05,2.1,Quant
TRY-UNI-714a760b-3,Cc1c(N)cncc1NC(=O)Cc1cccc(Cl)c1,4.22,4.05,4.40,1.01,1.1,Quant
TRY-UNI-714a760b-6,Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,25.4,22.4,28.9,1.16,2.1,Quant
UNK-CYC-68f84b31−70,"FC(F)(F)C1=CC=NN1C1=CC(=CC=C1)C(=O)NNC(=O)OCC1=CC=CC=C1 |c:6,12,14,27,29,t:4,10,25|",> 99.5,,,,,Weak
VLA-UCB-00f2c2b3-7,O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12,> 99.5,,,0.832,2.3,Weak
VLA-UCB-05e51b3f-10,[H][C@]1(C(=O)N(C(=O)C=C)c2cncc3ccccc23)CCOc2ccc(Cl)cc21,1.45,1.31,1.59,0.876,1.1,Quant
VLA-UCB-05e51b3f-5,O=C1C[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,39.8,32.9,48.2,1.38,2.1,Quant
VLA-UCB-34f3ed0c-11,O=C1N[C@@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,20.5,18.6,22.6,1.06,2.1,Quant
VLA-UCB-50c39ae8-2,O=C1C[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,0.246,0.216,0.280,1.24,1.1,Quant
VLA-UCB-50c39ae8-7,[H][C@@]1(C(=O)N(C(=O)C=C)c2cncc3ccccc23)CCOc2ccc(Cl)cc21,0.828,0.686,0.999,0.785,1.1,Quant
VLA-UNK-82501c2c-1,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1cncc2cnccc12,1.85,1.39,2.46,0.828,1.1,Quant
VLA-UNK-82501c2c-2,O=C(Cc1ccc(Cl)c(Cl)c1)Nc1cncc2ccncc12,1.79,1.14,2.79,0.779,1.3,Quant
VLA-UNK-cf7facf1-1,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,0.692,0.657,0.728,1.08,1.1,Quant
WIL-MOD-03b86a88-2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,19.1,4.70,77.5,0.449,2.3,Quant
WIL-MOD-03b86a88-4,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,16.0,14.7,17.3,0.99,1.1,Quant
WIL-MOD-03b86a88-5,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1,21.8,19.3,24.6,1.14,2.1,Quant
WIL-MOD-03b86a88-6,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,11.3,9.49,13.4,0.975,1.1,Quant
WIL-UNI-1faa9b10-10,NS(=O)(=O)c1cc(Cl)c(F)c(C(=O)NNc2ccc(Cl)c(F)c2)c1,> 99.5,,,1.11,2.3,Weak
WIL-UNI-1faa9b10-12,O=C(NCc1nnc2c(=O)[nH]ccn12)Nc1cccc(F)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-14,Nc1cc(F)c(F)cc1C(=O)NCC(=O)Nc1ccc(F)c(F)c1F,> 99.5,,,1.68,4.0,Weak
WIL-UNI-1faa9b10-16,NS(=O)(=O)c1cccc(NC(=O)COC(=O)c2ccc(F)cc2)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-19,O=C(CCNS(=O)(=O)c1ccccc1F)NNc1ccc(F)cc1,> 99.5,,,0.196,4.0,Weak
WIL-UNI-1faa9b10-20,Nc1c(NS(=O)(=O)c2ccc(F)cc2)cccc1S(N)(=O)=O,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-21,CS(=O)(=O)Nc1cc(C(=O)NNc2ccc(F)c(F)c2)ccc1Cl,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-22,CSc1ccccc1S(=O)(=O)NCc1cc(S(N)(=O)=O)ccc1F,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-23,CC(=O)Nc1cccc(CNC(=O)C(=O)Nc2cccc(F)c2)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-25,NS(=O)(=O)c1cc(C(=O)NCc2c(F)cccc2Cl)ccc1F,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-27,NS(=O)(=O)c1ccc(F)c(CNS(=O)(=O)c2ccccc2F)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-28,NC(=O)c1cc(NC(=O)C(=O)NCc2ccccc2F)ccc1F,> 99.5,,,0.399,4.0,Weak
WIL-UNI-1faa9b10-3,Nc1ncncc1CNC(=O)C(=O)Nc1ccc(F)c(F)c1,> 99.5,,,0.19,2.3,Weak
WIL-UNI-1faa9b10-33,NS(=O)(=O)c1ccc(Cl)c(C(=O)NCc2ccc(F)c(F)c2)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-37,NC(=O)c1cc(CNC(=O)C(=O)Nc2cc(F)ccc2F)on1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-43,CN(CCNC(=O)c1cocn1)C(=O)c1c[nH]c(C(N)=O)c1,> 99.5,,,0.809,4.0,Weak
WIL-UNI-1faa9b10-44,COc1ccc(C(N)=O)cc1S(=O)(=O)NC(=O)c1cccc(F)c1,> 99.5,,,-0.321,4.0,Weak
WIL-UNI-1faa9b10-47,NC(=O)c1cccc(NC(=O)NCc2noc3ccc(F)cc23)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-48,CN(CCNC(=O)c1cocn1)C(=O)c1ccc2oc(=O)[nH]c2c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-50,CN(CCNC(=O)c1cnco1)C(=O)c1c[nH]c(C(N)=O)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-51,NC(=O)c1ccc(F)c(NC(=O)C(=O)NCc2ccccc2)c1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-54,CN(CCNC(=O)c1ccon1)C(=O)c1ccc(C(N)=O)nc1,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-56,O=C(CNC(=O)c1ccc(F)cc1)Nc1ccc2[nH]c(=O)[nH]c2c1,> 99.5,,,3.95,3.0,Weak
WIL-UNI-1faa9b10-57,O=C(O)c1cc(S(=O)(=O)Nc2ccc3oc(=O)[nH]c3c2)ccc1F,> 99.5,,,,,Weak
WIL-UNI-1faa9b10-8,O=C(CNC(=O)C(=O)Nc1ccc(F)c(Cl)c1)Nc1cccnc1,> 99.5,,,1.58,2.3,Weak
WIL-UNI-2a57d06c-10,Cc1nc2sccn2c1CN(C)C(=O)c1cnc2sccn2c1=O,> 99.5,,,1.55,4.0,Weak
WIL-UNI-2a57d06c-13,Cc1nc2ccc(NCc3cnc4ccccn34)cn2n1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-16,O=C(NCc1nnc2c(=O)[nH]ccn12)c1ccnc2ccnn12,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-18,O=C(NNc1nc2cccnc2s1)c1ccc2ccncc2c1,> 99.5,,,2.74,2.3,Weak
WIL-UNI-2a57d06c-19,Cn1ncc2c(NCc3ccc4cccnc4c3)ncnc21,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-25,O=C(c1ccc2nnnn2c1)N1CCn2c(cc3ccccc32)C1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-26,Cc1cc(Nc2ccc3nc(C)sc3c2)n2ncnc2n1,> 99.5,,,2.6,3.0,Weak
WIL-UNI-2a57d06c-29,Cc1cc(C)n2ncc(C(=O)Nc3ccc4ncsc4c3)c2n1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-3,Cc1nc2cc(NC(=O)Cn3cnc4c(cnn4C)c3=O)ccc2o1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-31,O=C(Nc1ccc2nccnc2c1)c1csc2cncn12,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-32,Cc1cc2c(N3CCc4[nH]c5ccccc5c4C3)nccn2n1,> 99.5,,,1.99,3.0,Weak
WIL-UNI-2a57d06c-33,Cc1cn2nc(NCc3ccc4ncccc4c3)sc2n1,> 99.5,,,2.07,2.3,Weak
WIL-UNI-2a57d06c-34,Cc1ccc2nnc(CNc3ccc4nnc(C(F)(F)F)n4n3)n2c1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-35,Cc1nc2ccc(NC(=O)Cn3ncn4nccc4c3=O)cc2s1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-37,Cc1ccc2ncnc(NCc3ccc4nonc4c3)c2c1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-38,O=C(NNc1cc(O)nc2ncccc12)c1ccnc2ccccc12,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-4,Cc1cc2ncc(C(=O)Nc3ccc4oc(C)nc4c3)c(C)n2n1,> 99.5,,,3.32,2.3,Weak
WIL-UNI-2a57d06c-40,Cc1nc2ccc(NC(=O)NCc3ccc4[nH]c(=O)[nH]c4c3)cc2o1,> 99.5,,,1.08,2.3,Weak
WIL-UNI-2a57d06c-41,Cn1ncc2c(=O)[nH]c(NNC(=O)c3cccn4nccc34)nc21,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-43,Cn1ccn2c(CNc3nc4ccccc4s3)nnc2c1=O,> 99.5,,,2.43,3.0,Weak
WIL-UNI-2a57d06c-45,Cc1nc2cc(C(=O)NNc3ccnc4cccnc34)ccc2o1,> 99.5,,,1.38,2.3,Weak
WIL-UNI-2a57d06c-47,Cn1c(NCc2cn3ccnc3s2)nc2ccccc21,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-49,O=C(Nc1ccc2nncn2c1)c1ccc2scnc2c1,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-7,Cn1ncc2cc(C(=O)NNc3nc4cccnc4s3)cnc21,> 99.5,,,,,Weak
WIL-UNI-2a57d06c-8,Cc1nc2ccc(NS(=O)(=O)c3cccc4nonc34)cc2o1,> 99.5,,,1.46,2.3,Weak
WIL-UNI-2e73223c-4,Cc1ccncc1OCCNC(=O)C(C)(C)c1cccc(Cl)c1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-1,Cc1ccc(NCc2nnc3n(C)c(=O)c4ccccc4n23)cc1C,> 99.5,,,-0.315,4.0,Weak
WIL-UNI-d4749f31-10,Cc1cn2c(CNC(=O)c3cnn4ccccc34)c(C)nc2s1,> 99.5,,,0.773,4.0,Weak
WIL-UNI-d4749f31-11,N#CCc1cccc(NC(=O)c2cnn3cc(Br)cnc23)n1,> 99.5,,,-0.891,4.0,Weak
WIL-UNI-d4749f31-14,O=C(NNc1cc(O)nc2ncccc12)c1ccc2[nH]ccc2c1,> 99.5,,,0.915,2.1,Weak
WIL-UNI-d4749f31-15,Cc1cc(C(=O)Nc2cnc3nccn3c2)nn1-c1ccc(F)cc1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-16,Cn1ccn2c(CNC(=O)c3ccc4ncsc4c3)nnc2c1=O,> 99.5,,,,,Weak
WIL-UNI-d4749f31-17,Cn1c(NC(=O)Cc2csc3nccn23)nc2ccc(F)cc21,> 99.5,,,,,Weak
WIL-UNI-d4749f31-18,O=C(NNc1ccnc2ccccc12)c1ccc2ncccc2c1,> 99.5,,,0.283,2.3,Weak
WIL-UNI-d4749f31-19,Cc1cc(O)c2cc(NC(=O)c3cnn4ccc(C)nc34)ccc2n1,> 99.5,,,0.381,2.3,Weak
WIL-UNI-d4749f31-2,O=C(Nc1ccc2c(O)ccnc2c1)c1ccc2ccncc2c1,> 99.5,,,0.453,2.3,Weak
WIL-UNI-d4749f31-22,O=C(Nc1cnc2nccn2c1)c1cn2c(Br)cnc2s1,> 99.5,,,1.43,4.0,Weak
WIL-UNI-d4749f31-24,Cc1ccc(C(=O)Nc2c(-c3cnn(C)c3)nc3ccccn23)cn1,> 99.5,,,0.215,4.0,Weak
WIL-UNI-d4749f31-26,Cn1cnnc1-c1cccc(NS(=O)(=O)c2c(Cl)nc3sccn23)c1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-27,Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc4ncccc4c3)ccc21,> 99.5,,,,,Weak
WIL-UNI-d4749f31-3,Cc1cn2ccc(C(=O)Nc3nc(-c4cnn(C)c4)cs3)cc2n1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-30,Cc1noc2ncc(CNc3ccc(-c4nnnn4C)cc3)cc12,> 99.5,,,0.38,4.0,Weak
WIL-UNI-d4749f31-33,Cc1nc2sccn2c1CN(C)C(=O)c1cn2ccccc2n1,> 99.5,,,1.57,4.0,Weak
WIL-UNI-d4749f31-34,CN(Cc1nc2ccccc2s1)C(=O)c1ccc2c(c1)nnn2C,> 99.5,,,-4.49,4.0,Weak
WIL-UNI-d4749f31-36,Cc1csc2ncc(C(=O)Nc3cccc4ncccc34)c(=O)n12,> 99.5,,,1.5,2.3,Weak
WIL-UNI-d4749f31-37,O=C(NNc1nc2ccccc2[nH]1)c1cc(O)nc2ccccc12,25.8,24.3,27.4,1.12,2.1,Quant
WIL-UNI-d4749f31-38,O=C(Nc1cccc2cc[nH]c12)c1cccc2[nH]c(=O)oc12,> 99.5,,,-1.37,4.0,Weak
WIL-UNI-d4749f31-39,Cn1c(NC(=O)c2cccnc2-n2cccn2)nc2cc(F)ccc21,> 99.5,,,0.488,3.0,Weak
WIL-UNI-d4749f31-4,O=C(Cc1c[nH]c2cc(Cl)ccc12)Nc1cccc2[nH]c(=O)[nH]c12,> 99.5,,,1.41,2.3,Weak
WIL-UNI-d4749f31-40,Cc1nn2c(CNc3ccc(Cn4cncn4)cc3)c(C)nc2s1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-42,Cc1nc2cc(C(=O)NNc3nc4ccncc4s3)ccc2o1,> 99.5,,,1.81,4.0,Weak
WIL-UNI-d4749f31-43,Cc1nn(C)c2nc(Cl)cc(NNC(=O)c3ccnc4nn[nH]c34)c12,> 99.5,,,-0.0845,4.0,Weak
WIL-UNI-d4749f31-5,Cc1nnc(CNc2ccc3nnc(-c4ccccc4)n3n2)o1,> 99.5,,,,,Weak
WIL-UNI-d4749f31-7,CN(Cc1nnc2ccccn12)C(=O)c1ccnc2ccccc12,> 99.5,,,,,Weak
WIL-UNI-d4749f31-9,O=C(Nc1nn2cnnc2s1)c1csc(-c2ccccc2)n1,> 99.5,,,,,Weak
